,Date,LAF00,LAQ00,LAG00,LAU00,LAH00,LAV00,LAJ00,LAX00,LAK00,LAZ00,LAM00,LAF01,LAN00,LAG01,LAH01,LAJ01,LAK01,LAM01,LAN01,LAQ01,LAU01,LAV01,LAX01,LAZ01,LAF02,LAG02,LAH02,LAJ02,LAK02,LAM02,LAN02,LAQ02,LAU02,LAV02,LAX02,LAZ02,LAF03,LAG03,LAH03,LAJ03,LAK03,LAM03,LAN03,LAQ03,LAU03,LAV03,LAX03,LAZ03,LAF04,LAG04,LAH04,LAJ04,LAK04,LAM04,LAN04,LAQ04,LAU04,LAV04,LAX04,LAZ04,LAF05,LAG05,LAH05,LAJ05,LAK05,LAM05,LAN05,LAQ05,LAU05,LAV05,LAX05,LAZ05,LAF06,LAG06,LAH06,LAJ06,LAK06,LAM06,LAN06,LAQ06,LAU06,LAV06,LAX06,LAZ06,LAF07,LAG07,LAH07,LAJ07,LAK07,LAM07,LAN07,LAQ07,LAU07,LAV07,LAX07,LAZ07,LAF08,LAG08,LAH08,LAJ08,LAK08,LAM08,LAN08,LAQ08,LAU08,LAV08,LAX08,LAZ08,LAF09,LAG09,LAH09,LAJ09,LAK09,LAM09,LAN09,LAQ09,LAU09,LAV09,LAX09,LAZ09,LAF10,LAG10,LAH10,LAJ10,LAK10,LAM10,LAN10,LAQ10,LAU10,LAV10,LAX10,LAZ10,LAF11,LAG11,LAH11,LAJ11,LAK11,LAM11,LAN11,LAQ11,LAU11,LAV11,LAX11,LAZ11,LAF12,LAG12,LAH12,LAJ12,LAK12,LAM12,LAN12,LAQ12,LAU12,LAV12,LAX12,LAZ12,LAF13,LAG13,LAH13,LAJ13,LAK13,LAM13,LAN13,LAQ13,LAU13,LAV13,LAX13,LAZ13,LAF14,LAG14,LAH14,LAJ14,LAK14,LAM14,LAN14,LAQ14,LAU14,LAV14,LAX14,LAZ14,LAF15,LAG15,LAH15,LAJ15,LAK15,LAM15,LAN15,LAQ15,LAU15,LAV15,LAX15,LAZ15,LAF16,LAG16,LAH16,LAJ16,LAK16,LAM16,LAN16,LAQ16,LAU16,LAV16,LAX16,LAZ16,LAF17,LAG17,LAH17,LAJ17,LAK17,LAM17,LAN17,LAQ17,LAU17,LAV17,LAX17,LAZ17,LAF18,LAG18,LAH18,LAJ18,LAK18,LAM18,LAN18,LAQ18,LAU18,LAV18,LAX18,LAZ18,LAF19,LAG19,LAH19,LAJ19,LAK19,LAM19,LAN19,LAQ19,LAU19,LAV19,LAX19,LAZ19,LAF20,LAG20,LAH20,LAJ20,LAK20,LAM20,LAN20,LAQ20,LAU20,LAV20,LAX20,LAZ20,LAF21,LAG21,LAH21,LAJ21,LAK21,LAM21,LAN21,LAQ21,LAU21,LAV21,LAX21,LAZ21,LAF22,LAG22,LAH22,LAJ22,LAK22,LAM22,LAN22,LAQ22,LAU22,LAV22,LAX22,LAZ22,LAF23,LAG23,LAH23,LAJ23,LAK23,LAM23,LAN23,LAQ23,LAU23,LAV23,LAX23,LAZ23,PnL,PNL,IS_ROLLING,Day
5805,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.39999999999986,,,,,,,-301.1199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.27999999999997,113.27999999999997,,
5806,2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.89999999999986,,,,,,,-212.3699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.52999999999997,109.52999999999997,,
5807,2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.64999999999986,,,,,,,-248.6199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.02999999999997,102.02999999999997,,
5808,2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.39999999999986,,,,,,,-356.1199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.27999999999997,128.27999999999997,,
5809,2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6499999999999,,,,,,,-582.3699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.27999999999997,143.27999999999997,,
5810,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.3999999999999,,,,,,,-672.3699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.02999999999997,147.02999999999997,,
5811,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.6500000000003,,,,,,,-639.8699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.78000000000043,122.78000000000043,,
5812,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.8999999999999,,,,,,,-532.3699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.52999999999997,89.52999999999997,,
5813,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.6499999999994,,,,,,,-626.1199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.52999999999952,62.52999999999952,,
5814,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5499999999997,,,,,,,-511.1199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4299999999998363,3.4299999999998363,,
5815,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.64999999999986,,,,,,,-382.3699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7200000000000273,-1.7200000000000273,True,1.0
5816,2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.6499999999999,-463.75,,,,,,-542.3699999999999,-39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-459.97,-459.97,True,2.0
5817,2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.6199999999992,-414.75,,,,,,-614.3699999999999,-86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458.0000000000007,-458.0000000000007,True,3.0
5818,2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.4399999999998,-527.5499999999997,,,,,,-540.1700000000001,24.799999999999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-467.48000000000025,-467.48000000000025,True,4.0
5819,2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6399999999996,-425.75000000000045,,,,,,-564.3699999999999,-71.99999999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-462.48000000000025,-462.48000000000025,True,5.0
5820,2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-522.9999999999995,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-494.49999999999955,-494.49999999999955,,
5821,2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-486.25,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-470.25,-470.25,,
5822,2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-402.5,,,,,,,-49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-451.5,-451.5,,
5823,2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-382.5,,,,,,,-62.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-445.25,-445.25,,
5824,2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-565.0,,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-466.5,-466.5,,
5825,2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-698.75,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-487.75,-487.75,,
5826,2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-619.2499999999995,,,,,,,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-470.74999999999955,-470.74999999999955,,
5827,2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-480.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-454.0,-454.0,,
5828,2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-480.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-454.0,-454.0,,
5829,2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-480.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-454.0,-454.0,,
5830,2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-672.5,,,,,,,212.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-460.25,-460.25,,
5831,2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-619.4000000000005,,,,,,,172.90000000000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-446.5,-446.5,,
5832,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-740.0,,,,,,,274.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465.25,-465.25,,
5833,2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-740.0,,,,,,,274.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465.25,-465.25,,
5834,2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-473.75,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-455.25,-455.25,,
5835,2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-433.75,,,,,,,-12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-446.5,-446.5,,
5836,2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458.75,,,,,,,-12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-471.5,-471.5,,
5837,2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-478.75,,,,,,,-15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-494.0,-494.0,,
5838,2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-545.0,,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-501.5,-501.5,True,1.0
5839,2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-602.8000000000002,-321.45000000000005,,,,,,96.5,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,-815.0000000000002,-815.0000000000002,True,2.0
5840,2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-571.9000000000003,-298.85000000000014,,,,,,68.75,-5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,-807.2500000000005,-807.2500000000005,True,3.0
5841,2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-578.6000000000001,-314.89999999999986,,,,,,81.94999999999982,14.549999999999727,,,,,,,,,,,,,,,,,,,,,,,,,,,,-797.0000000000005,-797.0000000000005,True,4.0
